,학교명,위도,경도,주변_상권_코드_명,주변_상권_코드,주변_상권_엑스좌표_값,주변_상권_와이좌표_값,주변_상권_거리
1129,성사중학교,37.5680911,126.912683,가좌역 2번,3110553,192127,452064,158.9743069537293
1130,선일여자고등학교,37.62030421,126.9119931,선일여고,3110458,192396,457958,192.32384484646985
1131,서울당현초등학교,37.64826016,127.0582136,상계주공1단지(가)상가,3130154,205249,460811,186.88420383223502
1132,서울갈현초등학교,37.61977964,126.9166834,연신내역 7번,3110465,192719,457984,197.11975069258847
1133,서울수리초등학교,37.62030737,126.9341783,연신내우체국,3110485,193759,458017,458.1941574121432
1134,대왕중학교,37.48346033,127.0873381,대청초등학교,3110997,207481,443569,929.4736851830008
1135,서울신명초등학교,37.54092685,127.1499791,길동신동아아파트,3111084,213077,449188,220.75687141658813
1136,숭의여자중학교,37.50736414,126.9292433,대방역 3번,3110824,193544,445834,547.971310945279
1137,강동중학교,37.56965025,127.177836,강일동주민센터,3111090,215352,451742,621.2639418456539
1138,서울서일초등학교,37.48529778,127.0221598,서울시인재개발원,3110932,202047,442729,167.96411685861858
1139,신일고등학교,37.62796722,127.0284031,미아역,3120077,202289,458452,335.9284737762906
1140,선일빅데이터고등학교,37.62033713,126.9119931,선일여고,3110458,192396,457958,190.4871192712705
1141,청원여자고등학교,37.66525155,127.0625329,마들역,3120080,205070,462922,453.535172508127
1142,화랑초등학교,37.62878266,127.0889915,화랑대철도공원,3110442,207943,458309,499.91332094914134
1143,경신중학교,37.59220227,126.999531,성북초등학교앞,3110283,199941,454796,61.122202767815025
1144,서울강명초등학교,37.55470604,127.1733624,고덕 골목형상점가,3130326,215010,450928,457.6403856901069
1145,영등포여자고등학교,37.51538845,126.9153563,신길역 1번,3110808,192419,446351,167.22689029373115
1146,서울방산초등학교,37.50955532,127.1210892,방이역 4번,3111021,210857,445756,238.3888261968425
1147,신암중학교,37.55636169,127.1336043,선사초등학교,3111055,211367,450633,458.45185203885563
1148,숭의초등학교,37.55785307,126.9874816,남산케이블카,3110041,198659,450764,284.88256844897086
1149,마장중학교,37.56830949,127.042128,마장역 2번,3110122,203900,452033,186.05759382286038
1150,서울성일초등학교,37.52970924,127.1284083,성내중학교,3111058,211510,447825,160.7132991734339
1151,정의여자중학교,37.65335584,127.0324273,쌍문2동우체국,3110398,203278,461696,450.08189958913846
1152,서울문래초등학교,37.51914038,126.8936057,문래역 3번,3110764,190693,446831,220.47799470487666
1153,서울상도초등학교,37.50034777,126.9372288,상도초등학교,3110830,194593,444510,147.65041018739703
1154,서울원신초등학교,37.46719824,126.9272409,원신초등학교(구세군관악영문교회),3110874,193872,440965,324.04680206622925
1155,서울선린초등학교,37.52976012,127.145594,둔촌고등학교(둔촌중학교),3111079,212802,447928,129.64013626925592
1156,목운중학교,37.52700952,126.8730442,오목교역,3120113,188859,447176,343.12749311971265
1157,대원국제중학교,37.56249279,127.0894181,대원고등학교,3110168,207751,451529,171.84526470519071
1158,수락고등학교,37.68293167,127.053571,누원고등학교,3110413,204198,464883,532.6480565671543
1159,이화여자외국어고등학교,37.56557732,126.9696417,경향신문사,3110038,197253,451928,159.01843405744845
1160,서울전동초등학교,37.57908329,127.0608053,전농중학교,3110216,205156,453263,216.00128990281294
1161,한서고등학교,37.5747927,126.8081439,방화역 3번,3110632,183317,452821,265.037586114007
1162,숙명여자고등학교,37.49147536,127.0526126,한티역,3120212,204740,444220,666.4268647920417
1163,서울신목초등학교,37.51661098,126.8726408,신정2동주민센터,3110625,188656,446559,220.56087344145138
1164,은평중학교,37.61061869,126.9083472,구산초등학교,3110447,191809,457108,337.28317225434284
1165,혜화여자고등학교,37.63130842,127.013212,화계중학교,3110344,201103,459244,177.72689648146033
1166,양동중학교,37.54836875,126.8687172,목동깨비시장(목3동시장),3130208,188063,449908,336.869945484083
1167,서울삼성초등학교,37.46852204,126.9404929,서울산업정보학교(서울삼성초등학교),3110887,194840,441125,153.56529858462528
1168,서울영서초등학교,37.48896082,126.8955833,대림차이나타운(대림역 12번),3110769,190902,443500,255.45708754395085
1169,서울중동초등학교,37.56641061,126.9117752,가좌역 2번,3110553,192127,452064,201.42648425906827
1170,광희중학교,37.55115453,127.03398,응봉산,3110113,202786,449918,341.65286444587366
1171,신광여자고등학교,37.54289988,126.9694475,"숙대입구역(남영역, 남영동)",3120042,197505,449194,217.31451829372196
1172,화계중학교,37.63251806,127.0097091,화계중학교,3110344,201103,459244,248.04525850711917
1173,영동중학교,37.46598629,127.0251407,우면주공아파트,3110934,202315,441057,340.0290408557935
1174,미성중학교,37.47538281,126.9120889,미성동주민센터,3110857,192423,441763,199.5264650893546
1175,자운고등학교,37.65902067,127.0506763,창동중학교,3110412,204240,462445,371.2570191545415
1176,서울흥인초등학교,37.56087001,127.0145555,청구역 1번,3110053,201118,451376,204.15962320155987
1177,서울휘경초등학교,37.58573583,127.0582142,삼육보건대학교,3110219,205315,454241,279.7668359729534
1178,서울번동초등학교,37.62900012,127.0400394,강북문화정보도서관,3110380,203187,458642,391.4376197114028
1179,계성고등학교,37.6074936,127.0201836,미아초등학교,3110306,201991,456550,238.47703954333355
1180,서울은명초등학교,37.59769681,126.9182757,신진과학기술고등학교,3110470,192849,455298,84.35712391596485
1181,서울상일초등학교,37.54757217,127.1726635,상일여고(상일초등학교),3111089,215142,449858,130.7189785435227
1182,서울오정초등학교,37.49016566,126.8264392,온수역 1번,3110681,184516,443619,234.7623570772825
1183,경일고등학교,37.54382982,127.0478683,서울숲역,3120050,204150,449189,197.7939256204949
1184,공릉중학교,37.62222778,127.0836019,화랑대역 7번,3110250,207225,457577,520.0336872451783
1185,신진과학기술고등학교,37.59871385,126.9188364,신진과학기술고등학교,3110470,192849,455298,166.08893764978183
1186,서울휘봉초등학교,37.58567641,127.0700416,장안교,3110231,206478,453482,607.9755896699719
1187,여의도여자고등학교,37.52288764,126.9350871,63빌딩,3120150,194670,446691,541.1962467955689
1188,창천중학교,37.55498958,126.9392951,대흥동주민센터,3110575,194807,450616,171.06180045093217
1189,서울동자초등학교,37.53505821,127.0721792,뚝섬유원지역 1번,3110143,206062,448266,343.68268372003746
1190,서울역촌초등학교,37.60158417,126.913928,응암역 2번,3110459,192366,455560,224.72115650175934
1191,신도림고등학교,37.51406292,126.8820838,구로창업지원센터,3110707,189343,445600,525.5217702421363
1192,서울구의초등학교,37.54300899,127.0803118,광진경찰서,3110160,207370,449364,284.94264364677997
1193,오산중학교,37.52358051,127.0008872,오산중학교,3110094,200102,447300,180.28781243341095
1194,구산중학교,37.60987202,126.9094887,예일여고,3110457,192325,456907,377.0601664154687
1195,서울망원초등학교,37.56088948,126.9007631,마포구청역 7번,3110542,191345,451292,115.73022395069562
1196,서울신봉초등학교,37.48557635,126.9493909,관악구 중앙길,3110892,195677,442761,209.7529621140456
1197,한영중학교,37.54914056,127.1577731,한영중고,3111086,213661,449837,310.8166339412227
1198,연천중학교,37.62754521,126.9258198,연신초등학교,3110482,193583,458450,249.9579321298873
1199,서울녹번초등학교,37.60458339,126.9257463,역촌역 3번,3110484,193559,456301,219.73754048622388
1200,서울신구로초등학교,37.49966003,126.8897631,구로보건소,3110713,190029,444650,285.42956126803307
1201,신화중학교,37.54082326,126.8298965,신월중학교,3110594,184761,449104,213.0413913687217
1202,한광고등학교,37.53884371,126.857922,화곡4동주민센터,3110675,187674,448535,370.4560963284503
1203,상일미디어고등학교,37.54858748,127.1708235,상일여고(상일초등학교),3111089,215142,449858,70.18236090030125
1204,염경중학교,37.55453781,126.8705292,등촌역 1번,3110677,188138,450469,432.6069321719989
1205,한산중학교,37.52890274,127.1403034,둔촌동역 1번(한산중학교),3111073,212348,447971,255.4776804498776
1206,서울명일초등학교,37.5545536,127.1425911,명일역,3120248,212758,450202,399.2567567194949
1207,둔촌고등학교,37.53143258,127.1438087,둔촌고등학교(둔촌중학교),3111079,212802,447928,117.5657909930664
1208,장충중학교,37.5535149,127.006415,다산성곽길,3110047,200639,450609,180.426471966224
1209,서울금북초등학교,37.55749549,127.0235067,금북초등학교,3110106,202140,450763,137.9024660098802
1210,금호여자중학교,37.5580382,127.0204612,금북초등학교,3110106,202140,450763,379.11455500043354
1211,강빛중학교,37.5746155,127.1722195,강일동주민센터,3111090,215352,451742,1066.5126570659231
1212,세현고등학교,37.56043066,126.8636211,강서구청가양동별관,3110674,187645,451282,311.6041779611153
1213,서울강솔초등학교,37.56186962,127.1802671,강일동주민센터,3111090,215352,451742,676.2380982486052
1214,서울일원초등학교,37.48978808,127.0763669,대청초등학교,3110997,207481,443569,753.1270278992635
1215,대일관광고등학교,37.51141377,126.8349067,지향초등학교,3110603,185868,445909,480.84118180351743
1216,서울금호초등학교,37.55189794,127.0207529,신금호역 4번,3110104,201782,450233,60.5595647559324
1217,성수고등학교,37.54734181,127.0382534,서울숲카페거리,3110120,203629,449746,248.91087157677092
1218,서울아현초등학교,37.5558319,126.9562422,아현시장,3130198,195969,450765,176.3439989948228
1219,동국대학교사범대학부속여자고등학교,37.54192936,127.0869732,동대부여고,3110170,207834,449143,148.7887230304001
1220,서울금나래초등학교,37.45823,126.8962417,금천어울림복지센터,3110733,190931,439912,117.54820146545559
1221,신길중학교,37.50201923,126.9154741,영진시장A동,3130258,192568,444551,185.41688893183567
1222,서울정목초등학교,37.53652885,126.8700491,목사랑시장(목4동시장),3130209,188196,448723,355.0785135697754
1223,신양중학교,37.53365227,127.0634311,자양4동주민센터,3110139,205610,448404,163.04908988111805
1224,서울연광초등학교,37.62364876,126.923909,연신내역 2번,3110479,193382,458068,190.33750924938025
1225,동신중학교,37.53676952,127.1343666,강동성심병원,3111068,211962,448499,128.08794585047846
1226,광양고등학교,37.52937892,127.0851823,성자초등학교,3110163,207457,447914,162.73758085718225
1227,용마중학교,37.5745074,127.0862687,중곡초등학교,3110253,207294,452626,359.97762579953536
1228,성내중학교,37.52906191,127.1291173,성내중학교,3111058,211510,447825,130.78635447782545
1229,서울창동초등학교,37.65536304,127.0448329,창동역 2번,3110409,203829,461718,130.76668032034482
1230,장훈고등학교,37.51334559,126.9162285,장훈고등학교,3110809,192541,445881,119.85897747895577
1231,풍문고등학교,37.47135959,127.0999634,윗방죽마을공원,3110999,209190,441356,348.27941111301294
1232,서울등촌초등학교,37.54761422,126.8579422,백석중학교,3110672,187594,449689,183.55529100529282
1233,성신여자중학교,37.59462313,127.0231285,성신여대입구역 1번,3110303,201864,454954,186.09409628215707
1234,서울석관초등학교,37.61102206,127.0583553,돌곶이역 3번,3110332,205180,456985,159.54727446028835
1235,서울영등포초등학교,37.51294802,126.898215,문래동주민센터,3120140,190952,446141,201.05037902672885
1236,상계고등학교,37.65272468,127.0554534,창동역상점가,3130153,204350,461477,543.8832613019159
1237,서울고덕초등학교,37.56129361,127.1660799,고덕중학교(고덕2동주민센터),3111087,214375,451335,299.0622042035575
1238,광문고등학교,37.56046181,127.1585463,고덕중학교(고덕2동주민센터),3111087,214375,451335,382.50602208511145
1239,노원고등학교,37.66180319,127.0540195,창동중학교,3110412,204240,462445,526.7079273590344
1240,인왕중학교,37.59273522,126.9517793,홍제3동주민센터,3110529,195418,454778,323.94173730683536
1241,서울도시과학기술고등학교,37.6078128,127.0330442,숭곡초등학교,3110316,203036,456508,124.04043094114442
1242,용산철도고등학교,37.52430312,126.9673581,용산세무서,3110070,197188,447141,95.44368222255102
1243,서울신기초등학교,37.5113683,126.854213,덕의초등학교,3110699,187204,445195,588.2940512525205
1244,서울공연초등학교,37.62754753,127.0745089,공릉역,3120084,206501,458455,221.54866000996708
1245,중암중학교,37.57243177,126.9035851,중암중학교,3110543,191421,452638,109.51248996364346
1246,서울우솔초등학교,37.45709258,127.0192756,삼성전자서울R&D(서울우면초등학교),3110931,201846,440746,1013.6466155934282
1247,서울명원초등학교,37.55128785,127.1505002,고덕역,3120249,213696,450444,462.36892454644243
1248,영림중학교,37.49721962,126.8906895,구로구청,3120127,190351,444133,70.28469162096177
1249,고덕중학교,37.56036661,127.1616435,고덕중학교(고덕2동주민센터),3111087,214375,451335,150.8229797346555
1250,경기상업고등학교,37.58925853,126.9700571,청운초등학교,3110011,197219,454141,302.65883131865087
1251,서울상천초등학교,37.64628513,127.0578888,상계주공1단지(가)상가,3130154,205249,460811,156.37620565975806
1252,윤중중학교,37.51897848,126.9241232,여의도역(여의도),3120149,193481,447024,452.08677027901257
1253,강동고등학교,37.54991665,127.1606683,한영중고,3111086,213661,449837,579.8128181433724
1254,신반포중학교,37.50626532,126.9961146,고속터미널(고속터미널역),3120167,200465,445065,819.650205916407
1255,염광고등학교,37.63028445,127.0492646,번동주공2단지,3110381,203912,458714,503.8177549084334
1256,서울등서초등학교,37.55188439,126.8550381,화곡보람2차아파트,3110669,187100,450388,146.74839439982276
1257,한신초등학교,37.65335584,127.0324273,쌍문2동우체국,3110398,203278,461696,450.08189958913846
1258,서울신도초등학교,37.63296389,126.9291989,연신초등학교,3110482,193583,458450,830.9723351280132
1259,서울천호초등학교,37.54771897,127.1365923,천호초등학교,3111070,212144,449775,80.98229548022175
1260,동대문중학교,37.57452207,127.0519943,간데메공원,3110204,204495,452665,148.4242985284511
1261,서울노량진초등학교,37.51175038,126.9408242,노량진초등학교,3110832,194858,445646,186.90970029386096
1262,재현중학교,37.66126447,127.0807998,상계제일중학교,3110436,206697,462140,507.48296108470856
1263,서울성자초등학교,37.53149357,127.0834083,성자초등학교,3110163,207457,447914,122.69034423052466
1264,오남중학교,37.48705969,126.837249,"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",3110687,185673,443204,140.54008536685515
1265,추계초등학교,37.56317672,126.9540593,아현역 2번,3110532,196252,451127,498.719380853621
1266,서울어울초등학교,37.60656331,126.9350984,녹번동근린공원,3110490,193973,456174,336.35777150901197
1267,신사중학교,37.52469784,127.0211914,가로수길,3120186,201996,446810,452.4519022338601
1268,한영고등학교,37.54913153,127.1577731,한영중고,3111086,213661,449837,310.39123570094046
1269,서울교동초등학교,37.57500567,126.9881513,낙원시장(낙원지하시장(대일상가)),3130004,198930,452581,248.9941930025638
1270,상일여자고등학교,37.54858748,127.1708235,상일여고(상일초등학교),3111089,215142,449858,70.18236090030125
1271,영도중학교,37.53631557,126.8657711,강서고등학교,3110618,188103,448419,128.59946058927432
1272,서울양목초등학교,37.52391851,126.8614719,양목초등학교,3110616,187814,447073,111.91887994219191
1273,예일디자인고등학교,37.6109459,126.9147928,예일여고,3110457,192325,456907,174.25752279113163
1274,서울가인초등학교,37.6594678,127.0429509,가인초등학교,3110408,203661,462129,149.14279786559572
1275,서울고은초등학교,37.58500184,126.9439749,홍제성원아파트,3110523,195052,453807,132.77021121117335
1276,서울등마초등학교,37.54204371,126.8616672,백석중학교,3110672,187594,449689,540.658094944953
1277,서울금융고등학교,37.5376165,126.8256209,서울금융고등학교,3110592,184589,448509,184.37192041683335
1278,동북중학교,37.52024061,127.1394507,둔촌역,3120245,211926,447436,786.57664703744
1279,성덕고등학교,37.54996367,127.1419039,굽은다리역 2번,3111075,212465,449915,162.09303427468598
1280,서울강동초등학교,37.5463638,127.1301872,암사역 2번(서울강동초등학교),3111060,211503,449728,70.13191218060336
1281,금호고등학교,37.5536215,127.0234338,성동구립금호도서관,3110108,202208,450534,158.0909265529674
1282,서울청운초등학교,37.58592131,126.9692423,청운초등학교,3110011,197219,454141,119.0960959512081
1283,상일중학교,37.54858748,127.1708235,상일여고(상일초등학교),3111089,215142,449858,70.18236090030125
1284,서울돈암초등학교,37.59371444,127.0131036,성신여대입구역 4번,3110296,201319,454904,161.76382964262666
1285,연희중학교,37.57958728,126.9187918,연가초등학교,3110499,192836,453604,263.7222742278168
1286,서울우신초등학교,37.50986472,126.9118637,신길동홍어거리,3110802,192263,445659,79.08331359082221
1287,시흥중학교,37.44629507,126.9050823,KT금천빌딩(금천구시설관리공단),3110742,191404,438635,215.28882907468295
1288,내곡중학교,37.45200325,127.0544446,본마을노인복지센터(서초구립내곡도서관),3110945,204653,439500,361.06266015492326
1289,서울이문초등학교,37.60189649,127.064885,이문제일시장,3130102,205511,456109,366.09753824252437
1290,서울정심초등학교,37.47199405,126.9082144,독산동성당,3110744,191524,441254,385.42342164290454
1291,서울양재초등학교,37.47416538,127.0318861,바우뫼공원,3110938,203215,441748,409.7243802370146
1292,서울월천초등학교,37.64804738,127.0517539,창동역상점가,3130153,204350,461477,582.1510039282487
1293,대진여자고등학교,37.64617362,127.0671966,시영2단지 무지개종합상가(중계 무지개2단지아파트상가),3130156,205794,460391,365.2083527594057
1294,서울천동초등학교,37.5410159,127.1378287,천동초등학교,3111071,212285,448978,135.8623200217748
1295,서울묘곡초등학교,37.55871279,127.1530934,묘곡초등학교(고덕아이파크아파트),3111085,213598,451279,257.5223752834071
1296,서울천일초등학교,37.54436122,127.1334367,고분다리전통시장,3130322,211771,449208,229.0150923598079
1297,우촌초등학교,37.59560791,127.0114325,성신여대입구역 4번,3110296,201319,454904,374.75851627282407
1298,해누리중학교,37.49841159,127.1021919,송파책박물관,3111009,208954,444377,93.6744646642195
1299,도선고등학교,37.56684395,127.0269957,상왕십리역 6번,3110110,202454,451618,313.0247326904228
1300,서울고일초등학교,37.55154262,127.1694101,상일여고(상일초등학교),3111089,215142,449858,417.35093475484484
1301,서울해누리초등학교,37.49841159,127.1021242,송파책박물관,3111009,208954,444377,88.44694008623999
1302,서울양원숲초등학교,37.60934379,127.1051943,신내역 2번,3110279,209821,457041,663.6783875954733
1303,서울인공지능고등학교,37.49175309,127.1423309,거여역 8번,3111041,212496,443841,259.1834454291918
1304,서울세명초등학교,37.4688571,127.0910759,은곡마을(은곡마을공원),3110998,208665,440810,654.4448838559289
1305,서울가락초등학교,37.50002115,127.1076425,석촌시장,3130312,209466,444551,65.31952631585781
1306,서울하늘숲초등학교,37.48415943,126.8414178,"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",3110687,185673,443204,538.3865053332636
1307,환일고등학교,37.55360652,126.9628021,애오개역 3번,3110589,196507,450469,206.62634481400426
1308,서울항동초등학교,37.47701589,126.8241103,금강수목원아파트,3110685,185185,443424,1634.8234546124374
1309,서울강덕초등학교,37.55954748,127.1604836,고덕중학교(고덕2동주민센터),3111087,214375,451335,286.68241369959617
1310,서울응암초등학교,37.58875319,126.9216161,응암동우체국,3110471,192874,454645,351.9587158254979
